provincia;ugl;c_ugl;id_farm;nombre_farmacia;direccion;localidad;cp
BUENOS AIRES;LANUS;10;99.014.245.007;CASSISSA;AVENIDA MITRE 01471;AVELLANEDA;B1870ERD
;LANUS;10;99.014.249.009;DOMINICO;AVDA MITRE 04701;VILLA DOMI;
BUENOS AIRES;LANUS;10;99.014.250.007;DUCA;AVENIDA MITRE 02446;SARANDI   ;B1872DSJ
BUENOS AIRES;LANUS;10;99.014.251.005;GUERSCHANIK;ACHA 00648;SARANDI;B1872BMD
BUENOS AIRES;LANUS;10;99.014.254.009;LOPEZ;PASTEUR 00599;SARANDI   ;B1872CWG
BUENOS AIRES;LANUS;10;99.014.255.006;MENDEZ;I HUERGO 01383;DOCK SUD  ;B1871ARA
BUENOS AIRES;LANUS;10;99.014.262.002;TORRES SCS;AV MITRE 01100;AVELLANEDA;B1870EPI
BUENOS AIRES;LANUS;10;99.014.264.008;CENTRAL AVELLANEDA S;AVENIDA MITRE 00401;AVELLANEDA;B1870ENZ
;LANUS;10;99.014.265.005;SENSAUD;SAN LORENZO 00300;VILLA DOMI;
BUENOS AIRES;LANUS;10;99.014.267.001;KAVCICH;LAS FLORES 00336;WILDE     ;B1875CCI
;LANUS;10;99.014.268.009;MARCHESINI;BO V CORIANA L 28 00000;VILLA DOMI;
;LANUS;10;99.014.273.009;DOS SANTOS BOTAS;AV BENEDETTI 03527;AVELLANEDA;
BUENOS AIRES;LANUS;10;99.014.274.007;BADUEL;AV CALCHAQUI 02748;QUILMES   ;B1879BXQ
BUENOS AIRES;LANUS;10;99.014.275.004;TOMBESI;BELGRANO 02900;SARANDI   ;B1872AQY
BUENOS AIRES;LANUS;10;99.014.278.008;RAWSON;GALICIA 00800;AVELLANEDA;B1870EWA
BUENOS AIRES;LANUS;10;99.014.279.006;CUNEO;AV MITRE 05836;WILDE     ;B1875DCV
BUENOS AIRES;LANUS;10;99.014.283.008;PASTEUR;BELGRANO 00900;AVELLANEDA;B1870BZW
;LANUS;10;99.014.284.006;VIARD;BV DE LOS ITALIAN 01608;VILLA DOMI;
;LANUS;10;99.014.285.003;25 DE MAYO;25 DE MAYO 00599;AVELLANEDA;
;LANUS;10;99.014.286.001;WYBERT;PARAGUAY 00902;LANUS     ;
;LANUS;10;99.014.291.001;ALSINA;ALSINA 00214;AVELLDA   ;
;LANUS;10;99.014.292.009;UNIVERSAL;R ESPANOL 01371;AVELLANEDA;
;LANUS;10;99.014.293.007;BENEDETTO;CALLE 14 04998;BERAZATEGU;
;LANUS;10;99.014.295.002;LERANA;RIGOLLEAU Y 39 00000;BERAZATEGU;
;LANUS;10;99.014.296.000;MAGADAN;AV RIGOLEAU 04325;BERAZATEGU;
;LANUS;10;99.014.298.006;PEREIRAS;MATIENZO 00746;BERAZATEGU;
;LANUS;10;99.014.300.000;PORTA;MITRE Y 14 00000;BERAZATEGU;
;LANUS;10;99.014.301.008;POSTERARO;BARRIO MARITIMO 00000;RANELAGH;
BUENOS AIRES;LANUS;10;99.014.305.009;ANDREONI;ESTANISLAO DEL CAM 00050;QUILMES   ;B1879FNK
BUENOS AIRES;LANUS;10;99.014.307.005;BEFFA;LAMADRID 00746;BERNAL    ;B1878JYE
BUENOS AIRES;LANUS;10;99.014.312.005;DE ARNAS;RODOLFO LOPEZ 00616;QUILMES   ;B1878FIT
;LANUS;10;99.014.318.002;GIL;CHILE Y ASUNCION 00000;EZPELETA  ;
BUENOS AIRES;LANUS;10;99.014.319.000;JUAMBELZ;CARLOS PELLEGRINI 01128;QUILMES   ;B1878FQT
BUENOS AIRES;LANUS;10;99.014.320.008;MELGAREJO;LAVALLE 00635;QUILMES   ;B1878JRZ
;LANUS;10;99.014.321.006;PEREZ;AV LIRIO 00349;CLAYPOLE  ;
BUENOS AIRES;LANUS;10;99.014.323.002;PONTI;URQUIZA 00719;BERNAL    ;B1878IDY
BUENOS AIRES;LANUS;10;99.014.324.000;PELLEGRINO;CRAVIOTTO 03527;QUILMES   ;B1879EUX
BUENOS AIRES;LANUS;10;99.014.325.007;SAN MARTIN;HIPOLITO YRIGOYEN 00905;QUILMES   ;B1878JJL
BUENOS AIRES;LANUS;10;99.014.326.005;SEPP;PRIMERA JUNTA 00199;QUILMES;B1878EQN
;LANUS;10;99.014.328.001;SESSAREGO;AVENIDA 844 01339;SOLANO;
BUENOS AIRES;LANUS;10;99.014.329.009;STAMPONE;AV FIGUEROA 00462;CLAYPOLE  ;B1849DJU
BUENOS AIRES;LANUS;10;99.014.330.007;VOLPE;GUIDO 00301;QUILMES   ;B1878EIN
;LANUS;10;99.014.331.005;TOMASIN;CALLE 844 02369;SOLANO;
BUENOS AIRES;LANUS;10;99.014.333.001;MAGA;GRAL ALVEAR 00826;QUILMES   ;B1878HST
;LANUS;10;99.014.334.009;BENITEZ;JUAN VAZQUEZ 00281;FCIA VAREL;
BUENOS AIRES;LANUS;10;99.014.335.006;BODEGA;MITRE 00498;FCIO VAREL;B1888JCV
;LANUS;10;99.014.337.002;CUELLAS;MONTEAGUDO 00743;FCIO VAREL;
BUENOS AIRES;LANUS;10;99.014.341.004;MARCH;SAN MARTIN 01324;FCIO VAREL;B1888AQZ
;LANUS;10;99.014.342.002;OLDANI;AVENIDA SARMIENTO 00453;FCIO VAREL;
;LANUS;10;99.014.344.008;RONDI;MARTI Y NEUQUEN 00000;FCIO VAREL;
BUENOS AIRES;LANUS;10;99.014.345.005;MANUELA AMARELLE SCS;AV SAN MARTIN 00450;FCIO VAREL;B1888JHJ
BUENOS AIRES;LANUS;10;99.014.346.003;SCHISOHN;EL ZONDA 01609;FCIO VAREL;B1888KZG
