nombre;calle;numero;localidad;partido;provincia;codpostal;delegacion;sede;reunion;creacion;socios;vencim;barrio;f_inscripc;desde;hasta
ASOC C JYP FERROV Y DEMAS LEYES PREV MUT-LA MADRID;AVELLANEDA ; S/N;LA MADRID;GRANEROS;24;4176;1;1;LU. MIE. VI. 9 A 12  HS.;13-Dec-94;300;26-mar-10;;01-mar-95;27-jun-09;30-Aug-14
ASOCIACION CENTRO DE JYP CRUZ DEL SUR;CATAMARCA;S/N;TACO RALO;GRANEROS;24;4159;1;2;JUE 16/20 HS;25-sep-08;51;07-Apr-10;;07-Apr-10;25-sep-12;25-sep-14
C JYP NAC DEL INGENIO LEALES;VILLA OBRERA;970;VILLA OBRERA;LEALES;24;4111;1;3;JUEVES 7 A 21 HS.;30-Apr-85;236;25-oct-11;;07-mar-86;11-Dec-11;11-Dec-13
C JYP NAC DE LOS GOMEZ;ZONA RURAL ;S/N;LOS GOMEZ;LEALES;24;4113;1;2;L A V 9 A 11 HS;16-sep-93;175;10-jun-13;;11-Jan-94;02-sep-12;02-sep-13
CTRO DE JYP NACIONALES CORAZONES SOLIDARIOS;ZONA RURAL;S/N;CONDOR HUASI;LEALES;24;4113;1;0;MAR.Y MIE. 17 A 20 HS.;13-nov-99;65;16-oct-12;;30-oct-03;10-Apr-12;10-Apr-14
CENTRO DE JYP VIRGEN DE LA SONRISA - LOS PUESTOS - ASOCIACION CIVIL;RUTA 9 KM. 1235;S/N;LOS PUESTOS;LEALES;24;4115;1;5;S/ DATO;05-jul-10;54;17-oct-11;;07-jul-11;05-jul-10;05-jul-12
C JYP NAC DE MANCOPA;RUTA 9    KM 1269 ;S/N;MANCOPA;LEALES;24;4115;1;5;MAR. VIE. 16:30 A 20 HS.;23-jun-97;129;09-Aug-12;;13-may-98;12-sep-11;23-jun-13
C JYP NAC DE SANTA ROSA DE LEALES;V°STA ROSA DE LEALES ;S/N;STA ROSA DE L;LEALES;24;4111;1;2;LU A VI 8/12.;24-Apr-85;0;03-may-12;;27-feb-86;12-sep-11;12-sep-13
C JYP RIO COLORADO;BELGRANO;S/N;RIO COLORADO;LEALES;24;4166;1;2;LU A VI 8/12;07-sep-86;180;30-mar-07;;13-sep-88;20-may-11;20-may-13
C JYP DR. ERBETTA;SAENZ PEÑA;184;SAN MIGUEL DE TUCUMAN;CAPITAL;24;4168;1;2;SABADOS 8 A 12 HS.;20-jul-98;300;18-oct-11;;18-Aug-98;20-mar-11;20-mar-14
C JYP NAC DE GARCIA FERNANDEZ;9 DE JULIO;S/N;M GARCIA FERN;LEALES;24;4166;1;2;LUN. A VIE.  8 A 12 HS.;16-oct-93;170;23-oct-12;;14-Jan-94;30-Apr-12;30-Apr-14
C JYP DE ACHERAL;RIVADAVIA ESQ. ALBERDI;S/N;ACHERAL;MONTEROS;24;4134;1;5;LUN. A VIE. 9 A 12 HS.;12-oct-85;200;12-jul-12;;28-Apr-87;18-Dec-11;18-Dec-13
C JYP NAC DE SANTA LUCIA;ALVAREZ CONDARCO;145;ING.SANTA LUCIA;MONTEROS;24;4135;1;3;LUN. A VIE. 8 A 12 HS.;18-oct-82;300;18-oct-11;;24-may-85;30-Apr-11;30-Apr-15
ASOC JYP NAC DE MONTEROS;SAN MARTIN;446;MONTEROS;MONTEROS;24;4142;1;2;LUN. A VIE. 7 A 13 HS.;10-nov-82;0;11-jul-13;;28-may-84;03-Apr-13;21-Dec-15
C JYP NAC DE RIO SECO;AVELLANEDA;532;SAN MIGUEL DE TUCUMAN;CAPITAL;24;4145;1;2;LU A VI 8/11 15/18;24-nov-83;290;20-oct-11;;30-Apr-84;17-may-11;17-may-13
CENTRO DE JYP NACIONALES DE SIMOCA;SAN MARTIN ;846;SIMOCA;SIMOCA;24;4172;1;2;mie y vie 14/18 HS;21-sep-84;300;05-sep-12;;30-Apr-84;31-mar-12;30-mar-14
C JYP DE VILLA QUINTEROS Nº 1;CONSTITUCION 1ø CUADRA;S/N;VILLA QUINTER;MONTEROS;24;4144;1;0;MA Y VI 16/30 A 20 HS;31-jul-83;250;11-jun-13;;31-may-84;20-Dec-12;20-Dec-14
C JYP DR ALBERTO ROUGES;AV. BELGRANO  Y  SAN JOSE;S/N;LEON ROUGES;MONTEROS;24;4143;1;2;MIERCOLES 17 A 21 HS.;17-jun-79;220;18-oct-11;;09-nov-84;30-Apr-11;30-Apr-13
C JYP DE AGUILARES;AV.  BELGRANO ;443;AGUILARES;RIO CHICO;24;4152;1;2;LUNES A VIERNES 8 A 12;07-sep-58;600;11-jun-13;;12-sep-84;29-Aug-10;29-Aug-14
C JYP INGENIO SANTA BARBARA;Bº SOFIA L. DE TERAN ;S/N;INGENIO SANTA BARBARA;RIO CHICO;24;4152;1;2;L-MA-J 17 A 20 HS;30-jul-90;132;11-jun-13;;23-oct-90;17-mar-13;17-mar-15
CTRO. DE JYP VIRGEN DEL ROSARIO DE SAN NICOLAS;MAXIMO TERAN BºLOS ALAMOS;S/N;RIO CHICO;AGUILARES;24;4152;1;1;VIE 9 /12;25-jul-00;186;18-nov-13;;16-mar-01;25-jul-13;25-jul-15
C JYP NAC DEL EX INGENIO SANTA ANA;PJE SAN LORENZO;S/N;SANTA ANA;RIO CHICO;24;4155;1;2;LU. A VI. 8/12 - 16/20 HS;10-nov-82;320;29-mar-10;;09-oct-85;01-Jan-11;01-Jan-13
C JYP NAC DE JUAN BAUTISTA ALBERDI;AV.SARMIENTO Y L. NOUGES;S/N;JUAN B. ALBERDI;RIO CHICO;24;4158;1;2;LUN. A VIE. 8 A 12 HS.;01-Aug-82;261;18-oct-11;;08-jun-84;02-jul-10;17-jul-13
CASA DEL JUBILADO;PASTEUR;309;JUAN B. ALBERDI;ALBERDI;24;4158;1;1;LUN. A VIE. 16 A 20 HS.;20-jun-92;300;19-sep-13;;08-Jan-93;26-nov-12;26-nov-14
C JYP NAC SAN ISIDRO LABRADOR;BELGRANO;S/N;LOS SARMIENTO;RIO CHICO;24;4157;1;2;LUN. A VIE. 14 A 21 HS.;09-Dec-93;300;05-sep-12;;29-Apr-94;10-jun-12;30-Apr-14
C JYP NAC UNION EL POLEAR;RUTA PROV 332. KM 6;S/N;EL POLEAR;RIO CHICO;24;4157;1;3;LU. MA. JU. 15 A 18 HS.;01-Apr-93;200;20-oct-11;;21-jul-93;12-may-13;30-Apr-15
C JYP NAC DE LOS VALLES CALCHAQUIES;LOS SAZOS;S/N;AMAICHA DEL V;TAFI;24;4137;1;3;MAR. Y JUE. 14 A 21 HS.;02-oct-86;152;17-oct-11;;28-Apr-87;29-Apr-11;29-Apr-14
C JYP EL ANTIGAL DE COLALAO DEL VALLE;25 DE MAYO Y RECONQUISTA;S/N;COLALAO DEL V;TAFI DEL VALLE;24;4141;1;2;T/LOS DIAS 9/12-16/20 HS.;21-Aug-90;57;08-jul-13;;03-Jan-94;29-Apr-13;30-Apr-14
C JYP NAC EL MOLLAR;CALLE PRINCIPAL; S/N;EL MOLLAR;TAFI DEL VALLE;24;4135;1;5;JUEVES13-16HS;18-mar-93;100;19-sep-13;;06-jul-93;30-Apr-13;26-Apr-14
C JYP GRAL MANUEL BELGRANO DE EL MANANTIAL;ANICETO DE LA TORRE;350;EL MANANTIAL;LULES;24;4105;1;2;JUEVES 17 HS.;29-sep-84;222;19-sep-13;;02-Jan-85;25-Apr-13;25-Apr-14
C JYP UNIDAD Y PROGRESO EL MANANTIAL;ANTONIO TABOADA;12;EL MANANTIAL;LULES;24;4105;1;2;LU A VIE 9 / 11;23-Apr-91;476;10-jun-13;;28-jun-91;09-mar-13;09-mar-15
C JYP DE TAFI DEL VALLE;JUAN CALCHAQUI;419;TAFI DEL VALLE;TAFI DEL VALLE;24;4137;1;2;LUNES 14 A 18 HS.;20-nov-84;197;20-sep-13;;20-nov-85;22-mar-13;22-mar-15
CTRO. DE JYP FERROV. Y DEMAS LEYES  NAC.;AVDA. ALEM;715;TAFI VIEJO;TAFI;24;4103;1;2;JUE. Y SAB. 14 A 20 HS.;24-Jan-54;60;06-nov-13;;30-Apr-84;30-Apr-13;30-Apr-15
C JYP NAC DE TAFI VIEJO;9 DE JULIO;782;TAFI VIEJO;TAFI VIEJO;24;4103;1;2;LUN. A VIE. 8 A 12 HS.;23-nov-84;300;11-jul-13;;08-Apr-85;05-may-13;30-Apr-15
C JYP FERROV Y DEMAS LEYES PREV MUTUALISTAS GRAL SAN MARTIN;CORONEL LARRABURE;868;TAFI VIEJO;TAFI VIEJO;24;4103;1;2;LUN. Y VIE. 10 A 13 HS.;20-Aug-95;230;18-oct-11;B° PROSPERO MENA;09-Aug-96;22-mar-13;22-mar-17
CENTRO DE JYP NAC DE VILLA CARMELA;J.B.TERAN  ESQ. LOS PINOS;S/N;VILLA CARMELA;YERBA BUENA;24;4105;1;2;JUE.15:30 A 18:30 HS.;21-jul-85;215;18-oct-11;;12-sep-86;21-mar-13;21-mar-15
C NAC DE LA CIUDAD DE YERBA BUENA;LA OLLA;S/N;YERBA BUENA;YERBA BUENA;24;4107;1;2;LUN. A VIE.17:30/19:30 HS;08-may-86;401;11-jun-13;B° HORCO MOLLE;20-oct-86;14-Apr-13;14-Apr-15
CENTRO DE JYP DE CHOROMORO;FERNANDO DE PRAT GAI;S/N;CHOROMORO;TRANCAS;24;4122;1;2;LUN. A VIE. 9 A 12 HS.;10-feb-01;100;20-oct-11;;20-mar-02;30-may-11;30-may-13
C JYP NAC DE SAN PEDRO DE COLALAO;MARTIN BELMONTE ;S/N;SAN PEDRO DE COLALAO;TRANCAS;24;4124;1;1;MAR. Y JUE. 15 A 21 H;11-jun-93;0;10-jun-13;BUENA VISTA;03-nov-93;24-nov-12;24-nov-14
CENTRO DE JYP EL COLALEÑO ASOCIACION CIVIL;SALTA  ULTIMA CUADRA;S/N°;SAN PEDRO DE COLALAO;TRANCAS;24;4124;1;9;S / DATO;23-jul-02;170;29-mar-10;;21-sep-04;31-Jan-12;31-Jan-16
C JYP DE TRANCAS;HIPOLITO YRIGOYEN;478;TRANCAS;TRANCAS;24;4124;1;2;1 Y ULTIMO JUEVES 20 HS;25-mar-84;320;17-oct-11;;20-oct-84;01-Jan-10;01-Jan-14
C JYP NAC 29 DE AGOSTO;LUIS F. NOUGUES;23;ALBERDI;ALBERDI;24;4158;1;2;MAR. Y JUE. 18 A 20 HS.;07-jun-95;700;18-oct-11;;30-Apr-96;12-jul-11;12-jul-14
CTRO DE JYP NAC LA ESPERANZA DE RUMI PUNCO;RUMI PUNCO;S/N;RUMI PUNCO;CAPITAL;24;4164;1;1;LUN. A VIE. 8 A 12 HS.;  -   -;50;11-jun-13;;12-mar-09;27-oct-12;27-oct-14
CTRO. DE JYP. UNIÓN Y PROGRESO LA COCHA;SARMIENTO;337;LA COCHA;LA COCHA;24;4162;1;1;LUN. A VIE.  9 A 12HS.;03-may-04;90;20-jun-09;;18-nov-04;07-nov-11;07-nov-13
C JYP NAC UNION Y PROGRESO LA REDUCCION;BELGRANO Y VGEN DEL VALLE;S/N;LA REDUCCION;LULES;24;4129;1;5;LU MI JU 15/19  HS.;25-sep-99;93;03-may-12;;25-feb-00;25-sep-11;25-sep-13
ASOC. CIVIL CTRO. DE JYP NAC. DE ATAHONA;AV. PRINCIPAL;S/N;ATAHONA;SIMOCA;24;4174;1;5;S/ DATO;25-mar-13;150;18-jul-13;;18-jul-13;05-mar-13;31-Dec-16
C JYP ALPACHIRI - EL MOLINO;RUTA 365 KM 20;S/N;ALPACHIRI;CHICLIGASTA;24;4174;1;3;LUN. A VIE. 8 A 12 HS.;14-nov-99;70;20-sep-13;;14-jun-00;13-jul-13;30-Apr-15
ASOC. CIVIL CTRO. DE JYP NAC. EL PASTORCITO;S/N;S/N;SANTA CRUZ;SIMOCA;24;4149;1;0;S/ DATO;28-sep-11;68;16-may-12;;16-may-12;28-sep-11;28-sep-13
CTRO. DE JYP NAC. SAN ANTONIO;Bº BCO HIPOTECARIO LOTE 5;S/N;MONTEAGUDO;SIMOCA;24;4174;1;1;MAR JUE  14 A 21 HS;20-oct-00;50;13-Aug-12;;23-Apr-01;20-oct-11;20-oct-13
CTRO JUB NAC SAN JOSE;MORENO;554;SIMOCA;SIMOCA;24;4172;1;8;LU A VIE 8 A 12 HS;18-Aug-85;122;20-oct-11;;18-oct-95;30-Apr-12;30-Apr-14
C JYP NAC DE VILLA CHICLIGASTA;SIN NOMBRE;S/N;VILLA CHICLIGASTA;SIMOCA;24;4174;1;2;LUN. A VIER. 9 A 12  HS.-;13-jul-94;200;17-oct-11;;19-oct-95;30-Apr-10;30-Apr-14
C JYP EUSEBIO ARTURO CANELO;PASAJE DARDO LEDESMA;63;EL COLMENAR;TAFI VIEJO;24;4101;1;5; MIE. Y VIE. 14 A 21 HS.;24-feb-97;180;18-sep-13;;24-jun-97;24-jun-13;30-Apr-15
CENTRO DE JYP NACIONALES DIVINO NIÑO ASOC. CIVIL;PJE. GARCIA;3138;EL COLMENAR;TAFI VIEJO;24;4101;1;1;S/ DATO;29-oct-09;65;15-nov-13;;30-jun-10;15-nov-12;29-oct-15
CENTRO DE JYP LAS MARAVILLAS ASOCIACIÓN CIVIL;RUTA NAC. 341 KM. 23;S/N;TACO RALO;RACO;24;4105;1;1;LUN. Y MIE. 16 A 20 HS.;04-jun-09;64;20-sep-13;;04-may-10;01-jun-13;30-Apr-15
CENTRO DE JYP NAC AMISTAD TAFICEÑA;PASAJE CASEROS;124;TAFI VIEJO;TAFI VIEJO;24;4103;1;3;MAR. JUE. SAB. 9 A 12 HS.;  -   -;200;26-sep-11;;25-Jan-02;13-jun-11;13-jun-13
 CLUB DE ABUELOS DE TAFI VIEJO ;9 DE JULIO;429;TAFI VIEJO;TAFI VIEJO;24;4103;1;2;S/ DATO;26-nov-84;400;19-sep-13;;24-Aug-09;30-Apr-13;30-Apr-15
ASOC. CIVIL CTRO. DE JYP ANTONIO SAIFE;AV. CONSTITUCION;371;TAFI VIEJO;TAFI VIEJO;24;4103;1;1;S/ DATO;28-sep-12;60;09-may-13;;09-may-13;31-Dec-12;31-Dec-15
CENTRO DE JYP SAN JOSE CEBIL REDONDO;SAN MARTIN Y PJE. M LILLO; S/N;CEBIL REDONDO;YERBA;24;4105;1;2;JUEVES 8 A 21 HS.;  -   -;266;21-feb-13;;11-mar-94;22-may-12;30-Apr-14
C JPYR DE ALVEAR;BELGRANO;624;GENERAL ALVEAR;GENERAL ALVEAR;5;3344;2;2;LUN. A VIE. 8 A 11 HS.;24-nov-86;500;13-nov-13;;20-mar-87;30-Apr-13;29-Apr-15
C JYP CIVIL DE LA NACION BELLA VISTA;AYACUCHO ;531;BELLA VISTA;BELLA VISTA;5;3432;2;2;LU A V 8/13;11-may-86;900;26-jul-13;;20-oct-89;26-may-13;25-may-15
CTRO DE J. P. NACIONALES COLONIA 3 DE ABRIL;Bº 80 VVDAS. CASA 14;S/N;COLONIA 3 DE ABRIL;BELLA VISTA;5;3433;2;5;S/ DATO;29-Apr-11;33;11-jun-12;80 VIVIENDAS;11-jun-12;29-Apr-11;29-Apr-13
C JYP DE BERON DE ASTRADA;25 DE MAYO;498;BERON DE ASTRADA;BERON DE ASTRADA;5;3481;2;1;LUN. A VIE. 7 A 12 HS.;28-jul-93;92;26-jul-13;;01-mar-94;24-may-13;23-may-17
C JYP NAC DE RIACHUELO;ECHEZARRETA;S/N;RIACHUELO;CAPITAL;5;3400;2;1;LU A VIE 8 A 11 HS;05-Apr-93;83;13-nov-13;;29-jul-96;25-Apr-13;24-Apr-15
C JYP CIV NAC DE LA PROV DE CORRIENTES;PLAYA MIRAMAR;730;CORRIENTES;CAPITAL;5;3400;2;2;LUN. A VIE. 9/12 18/20 HS;14-nov-45;600;29-Dec-09;;20-jul-84;15-feb-13;14-feb-16
C DOC JYP NAC DE PROV DE CORRIENTES;CAZADORES CORRENTINOS;2699;CORRIENTES;CAPITAL;5;3400;2;1;LUN. A VIE. 14 A 19 HS.;06-Dec-64;150;06-jun-13;;04-oct-84;23-may-13;22-may-15
C CORRENTINO DE JYP NAC PROV Y ACT CIV;RIVADAVIA ;371;CORRIENTES;CAPITAL;5;3400;2;1;LU A VIE 17 A 20 HS;15-mar-84;622;02-jul-13;;20-jul-84;24-may-13;23-may-15
C JYP DE ATE SECCIONAL CORRIENTES;25 DE MAYO;1696;CORRIENTES;CAPITAL;5;3400;2;2;LU A VI 8 A 12 HS;25-Jan-25;650;22-Jan-07;;28-Aug-85;04-nov-11;05-nov-15
C JYP ENCOTEL CORRIENTES;PASAJE SAENZ;2385;CORRIENTES;CAPITAL;5;3400;2;2;LUN. A VIE. 8/12-17/19 HS;27-jul-85;480;13-nov-13;;09-Dec-85;30-sep-13;29-sep-17
FED C JYP NAC DE PCIA DE CORRIENTES;PASAJE SAENZ;2385;CORRIENTES;CAPITAL;5;3400;2;9;LUN. A VIE. 8 A 11 HS.;15-oct-84;20;29-sep-11;;16-oct-87;04-oct-12;03-oct-14
C JYP SIND PERS EMBARCADO DRAGADO Y BALIZAM;BRASIL ;1035;CORRIENTES;CAPITAL;5;3400;2;7;LU A VIE 8 A 12 16 A 20;29-Aug-84;210;05-jun-13;;02-Apr-90;04-oct-12;04-oct-14
C JYP NAC PROV Y MUNICIPALES DEL B§ LAGUNA SECA;RESOAGLI ;2500;CORRIENTES;CAPITAL;5;3400;2;2;LU A VI 8-12 Y 17-19HS;03-mar-93;720;10-Aug-12;;09-jun-93;18-jun-12;17-jun-14
CENTRO DE JYP NACIONALES DEL BARRIO 17 DE AGOSTO;FLORENCIA Y MILAN;S/N;CORRIENTES;CAPITAL;5;3400;2;2;LUN. A VIE. 8 A 13 HS.;12-jul-93;620;09-nov-12;;26-nov-93;17-sep-11;16-sep-13
C JYP NAC, PROV Y MUNICIP DEL Bø MIL VIVIENDAS;MONOBLOK  14  (P.BAJA);;CORRIENTES;CAPITAL;5;3400;2;5;LU A VI 8 A 13 HS;13-mar-93;100;27-nov-09;;01-mar-94;27-nov-11;26-nov-13
C JYP NAC UNIDOS DE CORRIENTES;TUCUMAN ;1355;CORRIENTES;CAPITAL;5;3400;2;1;LUN. A VIE. 8.30 A 11.30;26-nov-93;183;06-jun-13;;27-jul-94;26-Apr-12;25-Apr-14
CLUB DE LOS ABUELOS;SAN LORENZO;1858;CORRIENTES;CAPITAL;5;3400;2;8;LU A VI 17-19/30 HS;03-sep-94;240;01-nov-12;;17-oct-95;16-oct-12;15-oct-14
FEDERACIÓN DE JYP. DE CORRIENTES ( FE.JU.COR);25 DE MAYO;1696;CORRIENTES;CAPITAL;5;3400;2;7;LUN. A VIE. 8 A 11 HS.;07-Dec-02;22;29-nov-12;;17-nov-03;06-oct-12;05-oct-16
CENTRO DE JYP CLUB DE LOS ABUELOS EDAD FELIZ;SAN JUAN ;1478;CORRIENTES;CAPITAL;5;3400;2;5;MA Y JU 17/19;31-may-05;115;11-jun-13;;21-sep-07;06-may-13;05-may-17
CENTRO DE JYP DE LA PROVINCIA DE CORRIENTES;LA RIOJA;670;CORRIENTES;CAPITAL;5;3400;2;2;S/ DATO;02-sep-34;1390;29-sep-11;;05-may-09;07-jul-10;06-jul-13
"CENTRO DE JYP NACIONALES Y PROVINCIALES ""CENTENARIO""";CENTENARIO Y ONTIVERO;S/N;CAPITAL;CAPITAL;5;3400;2;9;LUN. A VIE. 8 A 12 HS.;29-Jan-10;500;07-Jan-13;;09-sep-10;27-oct-12;26-oct-16
SUB COM. DE JYP DEL SINDICATO DE AMAS DE CASA DE CORRIENTES;ELIAS ABAD;2137;CORRIENTES;CAPITAL;5;3400;2;5;S/ DATO;05-jun-09;45;10-oct-13;;14-Jan-11;27-Aug-13;27-Aug-17
"CENTRO DE JUBILADOS Y PENSIONADOS NACIONALES ""PRIMAVERA""";PASAJE LAS FLORES;3423;CORRIENTES;CORRIENTES;5;3400;2;2;LU MIE VIE 8 A 11.30;07-Dec-10;180;26-jul-13;;23-Aug-11;23-may-13;22-may-17
CTRO. DE JYP MANUEL BELGRANO;ALTE. BROWN;2898;CAPITAL;CORRIENTES;5;3400;2;0;S/ DATO;23-mar-11;35;31-oct-11;;31-oct-11;23-mar-11;23-mar-14
"SUBCMISION DE JYP DE LA ""ASOCIACION CIVIL ARRAIGO""";LOS CLAVELES;402;CORRIENTES;LA CAPITAL;5;3400;2;5;S/ DATO;16-jul-11;54;21-nov-13;;21-nov-13;16-jul-11;16-jul-15
CENTRO DE EX-SOLDADOS COMBATIENTES EN MALVINAS DE CORRIENTES;ITUZAINGO;1238;CORRIENTES;CAPITAL;5;3400;2;2;LU A VI 8 A 12 HS;10-nov-84;216;17-jul-13;;30-Apr-07;14-feb-13;13-feb-17
FEDERACION DE VETERANOS DE GUERRA DE LA PROVINCIA DE CORRIENTES;AV 3 DE ABRIL Y COSTANERA; S/N;CAPITAL;CAPITAL;5;3400;2;5;LUN. MIE. VIE. 8/11-18/20;03-feb-01;4;27-sep-11;;25-Jan-11;29-jul-11;28-jul-13
SUB-COMISION DE JYP DE LUZ Y FUERZA;BELGRANO;1990;CORRIENTES;CAPITAL;5;3400;2;7;LU A VIE 8 /12;29-Aug-43;750;18-jun-12;;08-oct-85;31-mar-12;31-mar-15
C JYP NAC DE CONCEPCION DEL YAGUARETE CORA;CAPITAN ARBO;947;CONCEPCION;CONCEPCION;5;3423;2;1;l a v 8/10;03-Apr-93;198;20-Apr-12;;11-Aug-93;02-Dec-12;03-Jan-14
CENTRO DE JYP NAC DE TATACUÁ;YATAY;S/Nº.;COLONIA TATACUA;CONCEPCION;5;3421;2;2;MI Y JU 8 A 12 HS;31-mar-93;35;09-Dec-10;;03-jun-93;27-Aug-10;26-Aug-12
C JYP NAC DE SANTA ROSA;Bº PROFESIONAL;S/N;SANTA ROSA;CONCEPCION;5;3421;2;2;LUN. A VIE. 8 A 12 HS.;19-mar-93;150;10-sep-09;PROFESIONAL;26-Apr-93;18-Dec-12;17-Dec-14
C JYP NAC DE TABAY;PEDRO NIVEIRO;S/Nº;TABAY;CONCEPCION;5;3421;2;2;L A VI 8 /11.30;19-mar-93;55;02-Apr-09;;17-may-93;26-may-11;25-may-13
C JYP NAC DE LA LOCALIDAD DE PERUGORRIA;SAN MARTIN ;S/Nº;PERUGORRIA;CURUZU CUATIA;5;3461;2;1;LUN A VIE 7.30 A 13 HS.;06-jul-93;160;23-may-13;;27-oct-93;19-Apr-13;18-Apr-15
C JYP NAC DE CURUZU CUATIA;ALBERDI;436;CURUZU CUATIA;CURUZU CUATIA;5;3460;2;2;LUN. A SAB. 8:30 A 11 HS.;21-nov-76;556;16-Aug-12;;19-jun-84;18-Dec-11;18-Dec-13
CENTRO DE VETERANOS DE GUERRA;CAAGUAZU  Y SOLER ;S/Nº;CURUZU CUATIA;CURUZU CUATIA;5;3460;2;2;LUN. A VIER. 8/12-16/19 H;02-Apr-94;574;10-oct-13;;31-may-95;30-Aug-13;29-Aug-15
C JYP NAC VIRGEN DE LA MEDALLA MILAGROSA;ZONA RURAL;S/N;EL SOMBRERO;EMPEDRADO;5;3416;2;1;LUN A VIE 8/11 HS;26-mar-93;65;04-nov-11;;06-sep-93;31-oct-11;30-oct-13
C JYP NAC.  NUESTRO SEÑOR HALLADO DE EMPEDRADO;BME. MITRE;1469;EMPEDRADO;EMPEDRADO;5;3419;2;5;LUN. A VIE.  8 A12 HS.;27-sep-93;460;05-sep-12;;14-feb-94;15-jun-12;14-jun-14
C JYP NAC DE ESQUINA;LAMELA;648;ESQUINA;ESQUINA;5;3196;2;5;LUN. A VIE. 8 A 12 HS.;01-jul-84;623;18-Apr-09;;30-Dec-86;12-jul-11;12-jul-13
"CENTRO DE JYP NACIONALES ""LA COLONIA"" DE PUEBLO LIBERTADOR";AV GALILEO MANCINI;1214;ESQUINA;ESQUINA;5;3197;2;2;L A V 8-12;09-sep-06;86;17-Apr-13;;15-may-07;31-Jan-13;30-Jan-17
C JYP DE SAN LORENZO DEPTO SALADAS;SARMIENTO;S/N;SAN LORENZO;SALADAS;5;3416;2;1;LUN. A VIE. 8 A 12:30 HS.;15-Apr-93;140;08-oct-10;;22-jul-93;08-oct-10;07-oct-12
C JYP NAC DE CAA CATI;ALMEIDA Y LAPRIDA;S/N°;CAA CATI;GENERAL PAZ;5;3407;2;2;LUN A VIE 7 A 14 HS.-;17-mar-93;300;26-mar-13;;26-Apr-93;26-mar-13;25-mar-15
C JYP DE LOMAS DE VALLEJOS;BELGRANO;S/N;LOMAS DE VALLEJOS;GENERAL PAZ;5;3405;2;1;LUN. A VIE. 8 A 12 HS.;07-Apr-93;80;26-sep-11;;18-may-93;23-may-11;22-may-13
C JYP NAC DE PALMAR GRANDE;AV. SAN MARTIN;S/N;PALMAR GRANDE;GENERAL PAZ;5;3405;2;8;LUN. A VIE. 8/11-16/19 HS;29-jul-93;60;03-jun-11;;28-oct-93;26-jul-13;25-jul-15
C JYP NAC INMACULADA CONCEPCION DE ITA IBATE;MADARIAGA;753;ITA IBATE;GENERAL PAZ;5;3480;2;2;LU. A VIE. 7 A 11 HS.;22-jun-93;107;09-Aug-13;;20-oct-93;27-jun-13;27-jun-15
C JYP DE GOYA JUBIPEN;SAN MARTIN;70;GOYA;GOYA;5;3450;2;2;LUN. A VIE.   8 A 11 HS.;19-Apr-75;272;26-jul-13;;22-may-84;16-may-13;15-may-15
C DOC JYP NAC DEL DTO DE GOYA;EVARISTO LOPEZ ;640;GOYA;GOYA;5;3450;2;2;;26-jun-65;264;14-feb-13;;29-Apr-85;31-oct-12;30-oct-14
C JYP NAC DEL Bº MALVINAS ARGENTINAS;PAGO LARGO;317;GOYA;GOYA;5;3450;2;2;LUN. A VIE. 7 A 12.30 HS.;20-mar-93;410;13-Dec-07;;23-Aug-93;02-Dec-09;01-Dec-13
C JYP NAC DEL B° COSTA DE LAS ROSAS;CORTADA IBERA;528;GOYA;GOYA;5;3450;2;1;LUN. A VIE. 7 A 12 HS.;18-may-93;378;25-feb-10;25 DE OCTUBRE MZ 2 C 21;26-oct-93;02-Dec-11;01-Dec-13
C JYP NAC BARRIO SAN RAMON;JUJUY;967;GOYA;CORRIENTES;5;3450;2;2;LUN. MIE. VIE. 9 A 11 HS.;25-sep-96;400;19-Aug-08;;12-may-97;16-Dec-09;15-Dec-11
CTRO. DE JYP NAC. ZONA SUR;MZNA. F CASA 4;S/N;GOYA;GOYA;5;3450;2;5;S/ DATO;08-jun-11;67;26-jul-13;B° ESTRELL A DEL SUR;26-jul-13;08-jun-11;07-jun-15
"ASOC. CIVIL CTRO. DE JYP ""BUENA ESPERANZA""";COLONIA PROGRESO;S/N;COLONIA CAROLINA;GOYA;5;3451;2;5;S/ DATO;09-Apr-11;50;21-jul-11;;21-jul-11;09-Apr-11;09-Apr-13
C JYP DEL PARAJE SAN ISIDRO;AV. J. URQUIJO;S/N;PARAJE SAN ISIDRO;GOYA;5;3450;2;9;MAR. JUE. VIE. 8 A 12 HS.;09-oct-93;150;05-jun-13;;14-feb-94;20-Jan-13;19-Jan-15
C ITATI JYP CIV DE LA NACION;SANTA CRUZ  ;S/N;ITATI;ITATI;5;3414;2;1;LU A VIE 07 A 11 HS;10-mar-84;300;28-Aug-13;;12-sep-86;05-jul-13;04-jul-15
CENTRO DE EX COMBATIENTES DE ITUZAINGO;PUEYRREDON;S/N;ITUZAINGO;ITUZAINGO;5;3302;2;2;LUN A VIE 8-12 16-20HS;30-sep-89;45;16-jun-07;;16-jun-07;23-sep-11;22-sep-13
"CENTRO DE JYP ""EL SOL""";A,SAN MARTIN Y 25 DE MAYO;S/N;SAN CARLOS;ITUZAINGO;5;3306;2;5;LUN. A VIE. 8 A 11 HS.;05-may-11;56;01-Dec-11;;17-jun-11;05-may-11;05-may-15
